Unité	F	f_1 - 4	Score	f_5 - 6	Score	f_7 - 10	Score
"entier"	32	5	0.4583	8	0.531	19	-0.7106
"caractériser"	7	0	-0.3941	0	-0.6729	7	1.1731
"trio"	5	0	-0.2815	0	-0.4807	5	0.8379
"humour"	9	1	-0.1553	0	-0.8652	8	0.7891
"moralisateur"	4	0	-0.2252	1	0.231	3	0.2104
"refaire"	24	1	-0.7155	7	0.7353	16	-0.283
"surface"	8	1	0.1901	0	-0.769	7	0.6624
"Bla"	4	1	0.393	0	-0.3845	3	0.2104
"présager"	8	1	0.1901	2	0.3076	5	-0.3019
"caractéristique"	14	0	-0.7882	2	-0.3435	12	0.9026
"charismatique"	56	7	0.2762	6	-1.2698	43	0.9998
"motivation"	11	3	0.8517	4	0.8014	4	-1.5086
"acceptable"	9	2	0.5219	1	-0.356	6	-0.2293
"jouir"	3	1	0.4919	0	-0.2884	2	-0.1638
"outre"	27	3	-0.2364	3	-0.728	21	0.7215
"épileptique"	8	1	0.1901	1	-0.2945	6	0.3002
"pause"	10	2	0.4586	4	0.9268	4	-1.1949
"régulier"	6	0	-0.3378	0	-0.5768	6	1.0055
"fixer"	10	0	-0.563	2	0.2077	8	0.4803
"semaine"	18	1	-0.4704	5	0.5556	12	-0.2674
"Z'"	2	0	-0.1126	0	-0.1923	2	0.3352
"tempérer"	2	0	-0.1126	1	0.4465	1	-0.2694
"faiblir"	2	0	-0.1126	0	-0.1923	2	0.3352
"rue"	43	6	0.3702	10	0.463	27	-0.5511
"bosser"	8	2	0.5969	1	-0.2945	5	-0.3019
"Studio"	8	0	-0.4504	0	-0.769	8	1.3407
"ouais"	16	1	-0.3936	0	-1.5381	15	1.7502
"pester"	13	1	-0.2848	3	0.3071	9	0.227
"fréquence"	2	0	-0.1126	0	-0.1923	2	0.3352
"interrompre"	10	2	0.4586	3	0.4978	5	-0.7283
"personnellement"	34	1	-1.1578	6	-0.3237	27	0.9837
"dirigisme"	2	0	-0.1126	0	-0.1923	2	0.3352
"carrer"	4	0	-0.2252	1	0.231	3	0.2104
"dédier"	5	0	-0.2815	0	-0.4807	5	0.8379
"largement"	45	3	-0.7285	7	-0.5146	35	0.985
"calamiteux"	2	1	0.6413	0	-0.1923	1	-0.2694
"attaque"	88	9	-0.4421	23	1.034	56	-0.654
"détester"	28	5	0.604	7	0.5023	16	-0.8176
"sensation"	56	8	0.431	9	-0.5194	39	0.3391
"hacher"	3	0	-0.1689	0	-0.2884	3	0.5027
"profondément"	11	2	0.4046	3	0.4227	6	-0.5906
"remanier"	4	0	-0.2252	0	-0.3845	4	0.6703
"quasi"	18	1	-0.4704	3	-0.2948	14	0.5708
"inexistant"	18	4	0.7762	4	0.3074	10	-0.7255
"hâte"	8	1	0.1901	1	-0.2945	6	0.3002
"incontestablement"	8	0	-0.4504	0	-0.769	8	1.3407
"toi"	14	6	2.3922	1	-0.6957	7	-0.9021
"désormais"	26	2	-0.4293	1	-1.6278	23	1.8048
"Tim"	2	0	-0.1126	0	-0.1923	2	0.3352
"trou"	32	3	-0.3531	16	3.8819	13	-2.8864
"remettre"	35	6	0.6065	4	-0.8293	25	0.3899
"combler"	24	3	0.2427	7	0.7353	14	-0.6764
"patience"	14	4	1.0945	3	0.2624	7	-0.9021
"entièrement"	13	0	-0.7319	0	-1.2497	13	2.1786
"maintenant"	90	18	1.6495	26	1.5921	46	-3.196
"bourrine"	3	0	-0.1689	1	0.314	2	-0.1638
"perturbant"	4	0	-0.2252	0	-0.3845	4	0.6703
"casse"	5	0	-0.2815	2	0.5854	3	-0.2901
"presser"	10	2	0.4586	2	0.2077	6	-0.3928
"durant"	89	13	0.5479	24	1.1903	52	-1.4386
"vague"	13	1	-0.2848	2	-0.295	10	0.4439
"grandissant"	3	0	-0.1689	1	0.314	2	-0.1638
"tenue"	20	0	-1.126	2	-0.6767	18	1.6311
"revêtir"	8	0	-0.4504	2	0.3076	6	0.3002
"habit"	2	0	-0.1126	0	-0.1923	2	0.3352
"fée"	3	0	-0.1689	1	0.314	2	-0.1638
"dormir"	12	3	0.7657	0	-1.1536	9	0.365
"maniement"	8	1	0.1901	2	0.3076	5	-0.3019
"simultanément"	2	0	-0.1126	1	0.4465	1	-0.2694
"option"	19	6	1.6684	4	0.2687	9	-1.3006
"vol"	25	6	1.1272	2	-0.9949	17	0.2264
"plané"	3	0	-0.1689	0	-0.2884	3	0.5027
"faculté"	6	1	0.2671	0	-0.5768	5	0.4228
"accroire|accroître"	3	0	-0.1689	0	-0.2884	3	0.5027
"sublimer"	17	1	-0.4316	4	0.3515	12	0.2801
"prise"	37	6	0.5364	7	-0.2662	24	-0.3967
"fantaisie"	8	0	-0.4504	0	-0.769	8	1.3407
"Ce"	34	5	0.3993	5	-0.513	24	0.3443
"bercer"	8	1	0.1901	1	-0.2945	6	0.3002
"sommeil"	6	1	0.2671	1	-0.1812	4	-0.206
"Skellington"	2	0	-0.1126	0	-0.1923	2	0.3352
"éliminer"	15	1	-0.3565	4	0.4604	10	-0.2575
"satané"	2	0	-0.1126	0	-0.1923	2	0.3352
"sans-cœur"	4	0	-0.2252	0	-0.3845	4	0.6703
"succomber"	6	1	0.2671	1	-0.1812	4	-0.206
"ténèbre"	13	0	-0.7319	1	-0.6243	12	1.326
"membre"	26	0	-1.4638	3	-0.6738	23	1.8048
"intention"	13	2	0.3179	4	0.6051	7	-0.6786
"préféré"	7	0	-0.3941	2	0.3775	5	0.2211
"profond"	37	3	-0.4866	3	-1.3284	31	1.6022
"perdu"	11	0	-0.6193	2	-0.2061	9	0.5792
"submerger"	3	0	-0.1689	0	-0.2884	3	0.5027
"sensible"	13	0	-0.7319	2	-0.295	11	0.7909
"émotif"	2	0	-0.1126	0	-0.1923	2	0.3352
"p"	17	0	-0.9571	1	-0.9172	16	1.8944
"Histoire"	15	1	-0.3565	2	-0.3942	12	0.6169
"aprés"	2	0	-0.1126	0	-0.1923	2	0.3352
"événement"	82	5	-1.2476	24	1.5731	53	-0.5318
"kingdom"	4	0	-0.2252	0	-0.3845	4	0.6703
"chain"	4	0	-0.2252	0	-0.3845	4	0.6703
"memories"	3	0	-0.1689	0	-0.2884	3	0.5027
"Sanctuary"	3	0	-0.1689	0	-0.2884	3	0.5027
"cité"	49	1	-1.8676	10	0.2855	38	1.0118
"crépuscule"	4	0	-0.2252	1	0.231	3	0.2104
"normalement"	14	3	0.6241	6	1.3719	5	-1.8809
"perso"	23	3	0.266	9	1.5822	11	-1.4493
"content"	14	0	-0.7882	5	0.897	9	-0.3172
"peser"	12	0	-0.6756	2	-0.2491	10	0.6829
"simplifier"	5	0	-0.2815	1	0.1743	4	0.3123
"ps2"	2	0	-0.1126	0	-0.1923	2	0.3352
"^"	36	4	-0.2588	8	0.3713	24	-0.3055
"didacticiel"	7	1	0.2244	1	-0.2361	5	0.2211
"prémices"	3	0	-0.1689	0	-0.2884	3	0.5027
"contrôle"	61	6	-0.4239	10	-0.5071	45	0.6894
"réveil"	9	0	-0.5067	2	0.2522	7	0.387
"apparition"	20	2	-0.2563	3	-0.3791	15	0.4658
"décider"	69	10	0.4852	16	0.5431	43	-0.7248
"péril"	3	0	-0.1689	0	-0.2884	3	0.5027
"intéresser"	40	5	0.2634	10	0.5841	25	-0.5552
"pré"	5	1	0.3215	1	0.1743	3	-0.2901
"garder"	52	2	-1.4012	5	-1.4103	45	2.721
"corriger"	49	4	-0.5629	8	-0.4673	37	0.7833
"ost"	11	0	-0.6193	5	1.3096	6	-0.5906
"anodin"	5	1	0.3215	1	0.1743	3	-0.2901
"déplaire"	16	2	0.2247	1	-0.8423	13	0.71
"quatre"	57	5	-0.5326	7	-1.0097	45	1.322
"booste"	2	0	-0.1126	0	-0.1923	2	0.3352
"considérablement"	11	3	0.8517	1	-0.4863	7	-0.3104
"sagesse"	3	0	-0.1689	0	-0.2884	3	0.5027
"sort"	32	3	-0.3531	10	1.0637	19	-0.7106
"glisse"	2	0	-0.1126	0	-0.1923	2	0.3352
"vivre"	110	14	0.3274	15	-1.221	81	0.9197
"gummi"	4	1	0.393	0	-0.3845	3	0.2104
"fidèle"	19	5	1.1441	2	-0.6169	12	-0.3895
"Tic"	2	0	-0.1126	0	-0.1923	2	0.3352
"Tac"	2	0	-0.1126	0	-0.1923	2	0.3352
"rapide"	58	5	-0.5569	16	1.0085	37	-0.5385
"savoureux"	3	0	-0.1689	0	-0.2884	3	0.5027
"Hercule"	3	0	-0.1689	0	-0.2884	3	0.5027
"Agrabah"	2	0	-0.1126	0	-0.1923	2	0.3352
"Aladdin"	3	0	-0.1689	2	0.9888	1	-0.6165
"noël"	3	1	0.4919	0	-0.2884	2	-0.1638
"bête"	75	12	0.7077	2	-4.9317	61	2.1399
"Space"	2	0	-0.1126	0	-0.1923	2	0.3352
"plonger"	51	7	0.3688	4	-1.7724	40	1.1534
"direct"	24	2	-0.3685	8	1.0647	14	-0.6764
"trame"	59	9	0.5434	9	-0.62	41	0.3339
"contribution"	5	0	-0.2815	0	-0.4807	5	0.8379
"replonger"	13	2	0.3179	3	0.3071	8	-0.3903
"féerique"	3	0	-0.1689	0	-0.2884	3	0.5027
"réconcilier"	4	0	-0.2252	1	0.231	3	0.2104
"bienvenu|bienvenue"	4	0	-0.2252	1	0.231	3	0.2104
"occuper"	18	1	-0.4704	4	0.3074	13	0.3375
"ya"	6	1	0.2671	1	-0.1812	4	-0.206
"explorer"	70	3	-1.6354	12	-0.4597	55	1.4559
"affronter"	29	0	-1.6327	4	-0.5369	25	1.6414
"antagoniste"	21	2	-0.283	0	-2.0188	19	1.7599
"avancement"	6	0	-0.3378	2	0.4671	4	-0.206
"scénariste"	5	2	0.9391	0	-0.4807	3	-0.2901
"bourrique"	2	0	-0.1126	1	0.4465	1	-0.2694
"valoir"	55	4	-0.7313	8	-0.6781	43	1.1769
"pesant"	10	0	-0.563	2	0.2077	8	0.4803
"cacahuète"	2	0	-0.1126	0	-0.1923	2	0.3352
"scénaristiquement"	7	0	-0.3941	0	-0.6729	7	1.1731
"fidèlement"	8	1	0.1901	1	-0.2945	6	0.3002
"fluidité"	18	0	-1.0134	4	0.3074	14	0.5708
"voyage"	86	3	-2.2925	23	1.1258	60	0.3862
"péché"	2	0	-0.1126	0	-0.1923	2	0.3352
"delà"	13	2	0.3179	1	-0.6243	10	0.4439
"priori"	8	1	0.1901	0	-0.769	7	0.6624
"mixer"	5	0	-0.2815	2	0.5854	3	-0.2901
"prétexte"	21	4	0.6073	3	-0.4241	14	-0.2757
"griller"	3	0	-0.1689	1	0.314	2	-0.1638
"clope"	2	1	0.6413	0	-0.1923	1	-0.2694
"déclinaison"	2	0	-0.1126	0	-0.1923	2	0.3352
"support"	6	0	-0.3378	0	-0.5768	6	1.0055
"créer"	78	9	-0.284	15	-0.29	54	0.337
"fumeux"	2	0	-0.1126	1	0.4465	1	-0.2694
"apercevoir"	12	3	0.7657	2	-0.2491	7	-0.48
"dépasser"	28	4	0.3485	5	-0.2939	19	-0.248
"élements"	2	0	-0.1126	0	-0.1923	2	0.3352
"fanservice"	3	0	-0.1689	0	-0.2884	3	0.5027
"tonalité"	4	1	0.393	0	-0.3845	3	0.2104
"tantôt"	12	0	-0.6756	0	-1.1536	12	2.011
"merveilleusement"	2	1	0.6413	0	-0.1923	1	-0.2694
"souligner"	29	0	-1.6327	7	0.4563	22	0.6145
"Yoko"	14	0	-0.7882	4	0.5274	10	0.2855
"adhérer"	6	1	0.2671	2	0.4671	3	-0.5319
"contempler"	6	0	-0.3378	0	-0.5768	6	1.0055
"abstraction"	5	0	-0.2815	1	0.1743	4	0.3123
"jaquette"	3	0	-0.1689	1	0.314	2	-0.1638
"pensée"	8	0	-0.4504	1	-0.2945	7	0.6624
"planifier"	5	0	-0.2815	1	0.1743	4	0.3123
"Disneyphile"	3	0	-0.1689	0	-0.2884	3	0.5027
"boîte"	9	1	-0.1553	1	-0.356	7	0.387
"bouche"	17	3	0.4657	2	-0.502	12	0.2801
"sujet"	51	9	0.7935	11	0.3624	31	-0.7697
"passion"	6	0	-0.3378	0	-0.5768	6	1.0055
"concepteur"	7	2	0.6873	1	-0.2361	4	-0.3991
"mélanger"	22	2	-0.3107	4	-0.2599	16	0.3844
"absurde"	12	3	0.7657	5	1.1508	4	-1.8391
"convaincant"	14	1	-0.3202	3	0.2624	10	0.2855
"Séphiroth"	2	0	-0.1126	0	-0.1923	2	0.3352
"changement"	40	3	-0.5736	5	-0.7779	32	1.1662
"fidélité"	6	1	0.2671	0	-0.5768	5	0.4228
"limiter"	59	15	2.4064	9	-0.62	35	-0.9974
"promesse"	20	5	1.063	3	-0.3791	12	-0.5336
"croiser"	33	3	-0.3786	8	0.486	22	-0.3006
"soumettre"	7	0	-0.3941	3	0.8369	4	-0.3991
"règle|règles"	8	1	0.1901	1	-0.2945	6	0.3002
"créature"	47	6	0.288	5	-1.1326	36	0.8777
"sien"	9	1	-0.1553	1	-0.356	7	0.387
"construire"	34	3	-0.4047	4	-0.7776	27	0.9837
"Maléfique"	2	0	-0.1126	0	-0.1923	2	0.3352
"Xehanort"	5	0	-0.2815	0	-0.4807	5	0.8379
"danger"	15	2	0.2519	1	-0.7684	12	0.6169
"mine"	11	0	-0.6193	2	-0.2061	9	0.5792
"contenir"	25	4	0.4414	7	0.6688	14	-0.8455
"poindre"	15	2	0.2519	1	-0.7684	12	0.6169
"enrichir"	14	0	-0.7882	3	0.2624	11	0.5281
"suspens"	7	2	0.6873	0	-0.6729	5	0.2211
"questionner"	6	0	-0.3378	1	-0.1812	5	0.4228
"impatient"	2	0	-0.1126	0	-0.1923	2	0.3352
"agir"	76	8	-0.3829	15	-0.2533	53	0.3719
"chapitre"	119	8	-1.4039	53	9.0255	58	-4.9814
"respectueux"	4	0	-0.2252	0	-0.3845	4	0.6703
"envers"	31	2	-0.593	3	-0.9565	26	1.4119
"vision"	40	2	-0.9199	9	0.4002	29	0.4744
"créatif"	7	0	-0.3941	1	-0.2361	6	0.54
"obstacle"	28	4	0.3485	3	-0.7834	21	0.549
"séparer"	17	3	0.4657	1	-0.9172	13	0.4925
"approprier"	2	0	-0.1126	0	-0.1923	2	0.3352
"placer"	53	4	-0.6735	15	1.0496	34	-0.4935
"unir"	6	0	-0.3378	0	-0.5768	6	1.0055
"austère"	4	0	-0.2252	1	0.231	3	0.2104
"coloration"	2	0	-0.1126	0	-0.1923	2	0.3352
"retenir"	43	4	-0.4111	10	0.463	29	-0.2784
"bienvenir"	9	0	-0.5067	0	-0.8652	9	1.5082
"Disneyphiles"	2	0	-0.1126	0	-0.1923	2	0.3352
"centrer"	6	0	-0.3378	0	-0.5768	6	1.0055
"importance"	17	3	0.4657	1	-0.9172	13	0.4925
"appartenir"	7	2	0.6873	2	0.3775	3	-0.8135
"aduler"	2	0	-0.1126	0	-0.1923	2	0.3352
"populaire"	7	1	0.2244	0	-0.6729	6	0.54
"Little"	2	0	-0.1126	0	-0.1923	2	0.3352
"retracer"	3	0	-0.1689	0	-0.2884	3	0.5027
"adolescent"	9	2	0.5219	1	-0.356	6	-0.2293
"quinze"	6	1	0.2671	0	-0.5768	5	0.4228
"quatorze"	3	0	-0.1689	1	0.314	2	-0.1638
"porteur"	3	0	-0.1689	2	0.9888	1	-0.6165
"attachement"	16	1	-0.3936	4	0.4022	11	0.2276
"vanne|vannes"	3	0	-0.1689	1	0.314	2	-0.1638
"candide"	3	0	-0.1689	0	-0.2884	3	0.5027
"déterminer"	9	0	-0.5067	1	-0.356	8	0.7891
"abattre"	12	1	-0.2505	4	0.6955	7	-0.48
"doubler"	8	0	-0.4504	0	-0.769	8	1.3407
"timbre"	2	0	-0.1126	0	-0.1923	2	0.3352
"relation"	62	5	-0.6583	5	-2.0133	52	2.4251
"former"	15	0	-0.8445	0	-1.442	15	2.5138
"auprès"	17	0	-0.9571	4	0.3515	13	0.4925
"chez"	72	8	-0.317	10	-0.89	54	0.9067
"foyer"	3	0	-0.1689	0	-0.2884	3	0.5027
"pessimiste"	2	0	-0.1126	0	-0.1923	2	0.3352
"opportunité"	3	1	0.4919	0	-0.2884	2	-0.1638
"satisfaire"	10	1	-0.1857	3	0.4978	6	-0.3928
"aspirer"	10	0	-0.563	3	0.4978	7	0.2253
"impatience"	17	2	-0.1819	1	-0.9172	14	0.8068
"satisfaction"	12	1	-0.2505	1	-0.5544	10	0.6829
"courage"	11	1	-0.2174	4	0.8014	6	-0.5906
"fille"	18	2	-0.2057	3	-0.2948	13	0.3375
"gentil"	23	7	1.7853	2	-0.8641	14	-0.5242
"rêveur"	5	3	1.8282	0	-0.4807	2	-0.7196
"doux"	4	0	-0.2252	0	-0.3845	4	0.6703
"aide"	49	2	-1.2771	6	-0.9196	41	1.9709
"vulgaire"	4	0	-0.2252	0	-0.3845	4	0.6703
"retrouvaille"	6	0	-0.3378	1	-0.1812	5	0.4228
"rêver"	28	7	1.3352	2	-1.1984	19	-0.248
"biais"	14	0	-0.7882	0	-1.3458	14	2.3462
"acte"	15	2	0.2519	1	-0.7684	12	0.6169
"néfaste"	3	0	-0.1689	0	-0.2884	3	0.5027
"piéger"	3	0	-0.1689	1	0.314	2	-0.1638
"désir"	9	1	-0.1553	1	-0.356	7	0.387
"ardent"	2	1	0.6413	0	-0.1923	1	-0.2694
"connaissance"	19	2	-0.2305	2	-0.6169	15	0.6531
"méfait"	3	0	-0.1689	0	-0.2884	3	0.5027
"discrétion"	8	3	1.2019	0	-0.769	5	-0.3019
"autrement"	23	6	1.2808	4	-0.2944	13	-0.772
"dénommer"	3	0	-0.1689	0	-0.2884	3	0.5027
"personnalité"	38	3	-0.5151	3	-1.3933	32	1.7016
"ambition"	28	3	-0.2582	3	-0.7834	22	0.7985
"inquiétant"	9	1	-0.1553	0	-0.8652	8	0.7891
"état"	32	5	0.4583	7	0.3407	20	-0.507
"nuire"	10	0	-0.563	2	0.2077	8	0.4803
"menace"	9	1	-0.1553	1	-0.356	7	0.387
"respectivement"	3	0	-0.1689	0	-0.2884	3	0.5027
"Bruno"	2	0	-0.1126	0	-0.1923	2	0.3352
"livrer"	16	2	0.2247	2	-0.4471	12	0.4186
"ressortir|ressortir"	9	2	0.5219	4	1.077	3	-1.4577
"ton"	77	16	1.6652	10	-1.0926	51	-0.3847
"hautain"	2	0	-0.1126	0	-0.1923	2	0.3352
"ignorer"	13	1	-0.2848	2	-0.295	10	0.4439
"luire"	6	1	0.2671	0	-0.5768	5	0.4228
"amener"	55	4	-0.7313	4	-2.0345	47	2.5736
"timide"	6	1	0.2671	0	-0.5768	5	0.4228
"inquiétude"	5	0	-0.2815	1	0.1743	4	0.3123
"paranormal"	4	0	-0.2252	1	0.231	3	0.2104
"fascinant"	9	1	-0.1553	1	-0.356	7	0.387
"calme"	15	1	-0.3565	1	-0.7684	13	1.0175
"indique"	5	1	0.3215	1	0.1743	3	-0.2901
"commettre"	7	0	-0.3941	2	0.3775	5	0.2211
"composition"	11	3	0.8517	3	0.4227	5	-0.9861
"enquiquinant"	2	0	-0.1126	0	-0.1923	2	0.3352
"Sans-Coeurs"	4	0	-0.2252	0	-0.3845	4	0.6703
"être|êtres"	9	0	-0.5067	0	-0.8652	9	1.5082
"extrêmement"	62	5	-0.6583	14	0.4653	43	0.3291
"emparer"	6	0	-0.3378	2	0.4671	4	-0.206
"conflit"	16	2	0.2247	5	0.7045	9	-0.6458
"apparenter"	7	0	-0.3941	1	-0.2361	6	0.54
"réagir"	25	1	-0.7581	3	-0.6209	21	1.2158
"soif"	5	0	-0.2815	0	-0.4807	5	0.8379
"corps"	43	6	0.3702	9	0.3096	28	-0.3999
"ressemblance"	2	0	-0.1126	0	-0.1923	2	0.3352
"respecter"	28	2	-0.493	7	0.5023	19	-0.248
"célèbre"	7	0	-0.3941	0	-0.6729	7	1.1731
"icône"	2	0	-0.1126	0	-0.1923	2	0.3352
"oreille"	15	1	-0.3565	3	0.2243	11	0.3495
"dingo"	2	1	0.6413	0	-0.1923	1	-0.2694
"garde"	106	24	2.7406	24	0.5686	58	-2.5361
"royal"	9	0	-0.5067	3	0.5884	6	-0.2293
"Château"	3	0	-0.1689	0	-0.2884	3	0.5027
"retranscrire"	30	3	-0.3042	5	-0.3612	22	0.468
"amical"	2	0	-0.1126	0	-0.1923	2	0.3352
"épreuve"	31	2	-0.593	3	-0.9565	26	1.4119
"touchant"	21	1	-0.5905	3	-0.4241	17	0.8285
"craindre"	13	2	0.3179	3	0.3071	8	-0.3903
"inquiéter"	7	2	0.6873	1	-0.2361	4	-0.3991
"officiel"	7	2	0.6873	3	0.8369	2	-1.419
"aisance"	8	1	0.1901	0	-0.769	7	0.6624
"humeur"	9	0	-0.5067	2	0.2522	7	0.387
"optimisme"	2	0	-0.1126	0	-0.1923	2	0.3352
"magicien"	3	0	-0.1689	0	-0.2884	3	0.5027
"cher"	29	5	0.5637	6	0.2767	18	-0.5114
"piquer"	11	3	0.8517	2	-0.2061	6	-0.5906
"colère"	8	2	0.5969	2	0.3076	4	-0.6342
"habitant"	26	2	-0.4293	3	-0.6738	21	0.9397
"débiter"	3	2	1.3899	0	-0.2884	1	-0.6165
"talent"	21	2	-0.283	2	-0.7379	17	0.8285
"rond"	21	4	0.6073	5	0.39	12	-0.6977
"évident"	46	7	0.4894	9	-0.2455	30	-0.4016
"sang"	42	6	0.3939	5	-0.8747	31	0.5783
"familier"	4	0	-0.2252	1	0.231	3	0.2104
"inconscient"	2	0	-0.1126	0	-0.1923	2	0.3352
"collectif"	4	0	-0.2252	1	0.231	3	0.2104
"symbole"	6	0	-0.3378	0	-0.5768	6	1.0055
"Luke"	3	0	-0.1689	0	-0.2884	3	0.5027
"quasiment"	53	8	0.5039	10	-0.2918	35	-0.3656
"enclin"	5	0	-0.2815	1	0.1743	4	0.3123
"décrire"	19	1	-0.5098	5	0.4937	13	0.2276
"image"	53	4	-0.6735	8	-0.6041	41	1.0385
"oser"	23	1	-0.6733	3	-0.5194	19	1.0167
"trahir"	10	1	-0.1857	2	0.2077	7	0.2253
"joyeux"	14	0	-0.7882	3	0.2624	11	0.5281
"intérieurement"	2	0	-0.1126	0	-0.1923	2	0.3352
"deviner"	12	2	0.3582	2	-0.2491	8	-0.2453
"Laurent"	6	0	-0.3378	0	-0.5768	6	1.0055
"charger"	17	2	-0.1819	3	-0.2558	12	0.2801
"lambda"	4	2	1.1251	0	-0.3845	2	-0.4157
"jaloux"	3	0	-0.1689	0	-0.2884	3	0.5027
"bénéfique"	4	0	-0.2252	0	-0.3845	4	0.6703
"respirer"	12	2	0.3582	0	-1.1536	10	0.6829
"inclure"	13	1	-0.2848	1	-0.6243	11	0.7909
"prouver"	23	3	0.266	6	0.5243	14	-0.5242
"contraindre"	14	0	-0.7882	1	-0.6957	13	1.4658
"numérique"	7	0	-0.3941	0	-0.6729	7	1.1731
"utile"	37	3	-0.4866	9	0.5141	25	-0.2677
"exagérément"	2	1	0.6413	0	-0.1923	1	-0.2694
"reconnaissable"	3	0	-0.1689	0	-0.2884	3	0.5027
"moralité"	4	2	1.1251	0	-0.3845	2	-0.4157
"sérieux"	43	14	3.4204	8	-0.2926	21	-2.1528
"sous-estimer"	2	0	-0.1126	0	-0.1923	2	0.3352
"réunion"	2	0	-0.1126	1	0.4465	1	-0.2694
"famille"	59	0	-3.3218	3	-2.883	56	6.3078
"cinéma"	10	0	-0.563	1	-0.42	9	0.9193
"Richard"	7	0	-0.3941	4	1.4878	3	-0.8135
"Emmanuel"	3	0	-0.1689	0	-0.2884	3	0.5027
"Patrick"	3	1	0.4919	0	-0.2884	2	-0.1638
"provenir"	6	0	-0.3378	2	0.4671	4	-0.206
"Maréchal"	2	0	-0.1126	0	-0.1923	2	0.3352
"Aerith"	3	0	-0.1689	2	0.9888	1	-0.6165
"dégoter"	3	0	-0.1689	0	-0.2884	3	0.5027
"remake"	9	0	-0.5067	6	2.5303	3	-1.4577
"apparemment"	11	2	0.4046	0	-1.0574	9	0.5792
"maigre"	8	0	-0.4504	0	-0.769	8	1.3407
"défouler"	11	1	-0.2174	6	1.9492	4	-1.5086
"courir"	69	15	1.76	22	1.91	32	-3.7809
"coopération"	2	0	-0.1126	0	-0.1923	2	0.3352
"activer"	15	2	0.2519	4	0.4604	9	-0.4689
"défouloirs"	2	0	-0.1126	0	-0.1923	2	0.3352
"varier"	71	3	-1.6751	12	-0.4869	56	1.5276
"méthode"	8	1	0.1901	2	0.3076	5	-0.3019
"calquer"	4	0	-0.2252	0	-0.3845	4	0.6703
"entrecouper"	10	2	0.4586	2	0.2077	6	-0.3928
"affaiblir"	2	0	-0.1126	1	0.4465	1	-0.2694
"clore"	4	0	-0.2252	0	-0.3845	4	0.6703
"route"	45	3	-0.7285	10	0.3952	32	0.4055
"parcours"	17	2	-0.1819	3	-0.2558	12	0.2801
"palpitant"	5	1	0.3215	0	-0.4807	4	0.3123
"alerte"	8	3	1.2019	0	-0.769	5	-0.3019
"dangereux"	8	0	-0.4504	1	-0.2945	7	0.6624
"amusant"	19	2	-0.2305	5	0.4937	12	-0.3895
"spécialiste"	3	1	0.4919	0	-0.2884	2	-0.1638
"pixel"	7	0	-0.3941	0	-0.6729	7	1.1731
"voyant"	4	0	-0.2252	1	0.231	3	0.2104
"expressif"	3	1	0.4919	0	-0.2884	2	-0.1638
"talentueux"	4	1	0.393	0	-0.3845	3	0.2104
"chanson"	8	4	1.992	0	-0.769	4	-0.6342
"phare"	7	1	0.2244	2	0.3775	4	-0.3991
"forêt"	25	0	-1.4075	3	-0.6209	22	1.6852
"capter"	3	1	0.4919	0	-0.2884	2	-0.1638
"brio"	11	0	-0.6193	1	-0.4863	10	1.0524
"Hikari"	2	0	-0.1126	0	-0.1923	2	0.3352
"ouverture"	11	0	-0.6193	2	-0.2061	9	0.5792
"entraînant"	8	0	-0.4504	0	-0.769	8	1.3407
"nostalgique"	5	0	-0.2815	2	0.5854	3	-0.2901
"Dearly"	2	1	0.6413	0	-0.1923	1	-0.2694
"menu"	24	5	0.7983	5	0.2732	14	-0.6764
"Utada"	2	1	0.6413	0	-0.1923	1	-0.2694
"Hikaru"	2	1	0.6413	0	-0.1923	1	-0.2694
"interpréter"	6	1	0.2671	0	-0.5768	5	0.4228
"chanter"	16	2	0.2247	4	0.4022	10	-0.3894
"renommer"	3	0	-0.1689	0	-0.2884	3	0.5027
"My"	2	0	-0.1126	0	-0.1923	2	0.3352
"retoucher"	4	0	-0.2252	1	0.231	3	0.2104
"précisément"	13	3	0.6905	3	0.3071	7	-0.6786
"alchimie"	7	0	-0.3941	3	0.8369	4	-0.3991
"larme"	17	1	-0.4316	5	0.6254	11	-0.323
"indéniablement"	7	0	-0.3941	1	-0.2361	6	0.54
"surpasser"	11	0	-0.6193	2	-0.2061	9	0.5792
"injuste"	9	2	0.5219	3	0.5884	4	-0.9018
"témoigner"	5	0	-0.2815	2	0.5854	3	-0.2901
"ressenti"	12	1	-0.2505	1	-0.5544	10	0.6829
"vouer"	6	0	-0.3378	2	0.4671	4	-0.206
"haine"	4	0	-0.2252	1	0.231	3	0.2104
"farouche"	2	0	-0.1126	1	0.4465	1	-0.2694
"durer"	30	6	0.8249	6	0.2482	18	-0.6458
"débile"	16	7	2.7836	4	0.4022	5	-2.5499
"douteur|douteux"	5	0	-0.2815	2	0.5854	3	-0.2901
"puer"	3	0	-0.1689	3	2.1063	0	-1.484
"frôler"	17	2	-0.1819	3	-0.2558	12	0.2801
"overdose"	2	0	-0.1126	1	0.4465	1	-0.2694
"acabit"	2	1	0.6413	1	0.4465	0	-0.9893
"atrocement"	3	0	-0.1689	1	0.314	2	-0.1638
"dirigiste"	8	0	-0.4504	2	0.3076	6	0.3002
"nature"	30	5	0.5261	5	-0.3612	20	-0.2952
"évidement"	7	5	3.3462	1	-0.2361	1	-2.2622
